UserID,PreV,PreA,PreD,Emotion,PostV,PostA,PostD,Task,Start,End,Ntrials,V1,A1,D1,V2,A2,D2,V3,A3,D3,,,,,,,
4,6,2,6,Fear,6,2,7,Manipulation,11:32:59,11:33:23,0,7,4,7,7,3,7,7,2,7,,,,,,,
4,7,2,7,Fear,6,2,7,Stroop,11:35:38,11:36:19,38,8,4,7,8,3,7,8,2,7,,,,,,,
4,7,2,7,Fear,7,2,7,Waiting,11:38:33,11:39:33,0,7,2,7,7,2,6,7,2,6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,3,4,Sad,3,4,4,Stroop,3:01:51,3:02:12,13,3,6,4,3,4,4,3,4,4,,,,,,,
5,4,4,4,Sad,3,5,4,Waiting,3:04:35,3:05:35,0,2,6,3,3,4,3,3,7,4,,,,,,,
5,3,4,3,Sad,2,5,2,Manipulation,3:07:57,3:08:12,0,6,6,5,5,3,2,5,5,4,,,,,,,
5,5,4,4,Fear,3,8,3,Waiting,3:10:51,3:11:51,0,4,6,2,4,4,4,4,4,4,,,,,,,
5,3,4,4,Fear,3,8,3,Manipulation,3:14:02,3:14:17,0,4,6,4,4,4,4,4,5,3,,,,,,,
5,4,4,3,Fear,3,6,3,Stroop,3:16:20,3:16:46,17,5,6,6,4,5,3,4,4,3,,,,,,,
5,4,5,4,Happy,8,8,6,Manipulation,3:19:07,3:19:22,0,5,4,5,4,4,2,3,3,3,,,,,,,
5,3,3,4,Happy,7,7,5,Stroop,3:21:45,3:22:08,17,3,6,1,4,3,3,5,3,4,,,,,,,
5,5,4,3,Happy,8,7,5,Waiting,3:24:14,3:25:14,0,4,3,3,5,4,4,4,4,3,,,,,,,
6,7,2,8,Sad,3,6,5,Stroop,2:28:42,2:29:47,70,5,8,4,5,3,6,8,3,8,,,,,,,
6,8,3,8,Sad,4,5,7,Waiting,2:32:20,2:33:20,0,3,8,5,2,8,5,3,7,5,,,,,,,
6,5,5,5,Sad,3,8,5,Manipulation,2:35:36,2:35:54,0,8,2,7,8,3,7,8,2,8,,,,,,,
6,8,2,8,Fear,3,7,4,Waiting,2:38:08,2:39:08,0,8,2,8,8,2,8,8,2,8,,,,,,,
6,8,1,9,Fear,3,7,3,Manipulation,2:41:36,2:42:37,0,1,9,3,7,1,8,7,2,9,,,,,,,
6,4,7,5,Fear,2,8,1,Stroop,2:45:27,2:46:03,34,8,6,6,5,4,5,7,4,6,,,,,,,
6,8,2,7,Happy,9,1,9,Manipulation,2:48:23,2:48:39,0,9,3,9,8,3,6,8,2,8,,,,,,,
6,6,3,7,Happy,9,3,8,Stroop,2:50:54,2:51:17,18,5,7,4,7,3,7,8,2,8,,,,,,,
6,5,5,5,Happy,9,1,7,Waiting,2:53:48,2:54:48,0,8,2,8,8,2,8,9,3,5,,,,,,,
7,6,3,6,Sad,2,5,6,Stroop,3:03:30,3:03:49,17,7,7,7,2,6,3,2,5,3,,,,,,,
7,2,6,3,Sad,2,3,3,Waiting,3:06:06,3:07:06,0,2,5,3,2,5,3,2,5,3,,,,,,,
7,3,5,3,Sad,1,3,3,Manipulation,3:09:16,3:09:31,0,6,7,8,1,6,3,1,5,2,,,,,,,
7,1,5,3,Fear,1,8,3,Waiting,3:11:51,3:12:51,0,2,5,3,1,5,2,1,5,3,,,,,,,
7,1,3,3,Fear,1,9,3,Manipulation,3:15:13,3:15:27,0,6,6,7,1,4,3,1,5,3,,,,,,,
7,1,4,2,Fear,1,7,3,Stroop,3:17:44,3:18:14,23,8,8,8,1,5,3,1,4,3,,,,,,,
7,1,5,3,Happy,8,3,5,Manipulation,3:20:33,3:20:46,0,7,7,7,1,6,2,1,6,2,,,,,,,
7,2,2,5,Happy,9,7,3,Stroop,3:23:20,3:23:44,17,8,8,8,1,7,3,1,7,4,,,,,,,
7,1,7,4,Happy,8,2,5,Waiting,3:28:45,3:29:45,0,1,7,3,1,5,3,1,5,4,,,,,,,
8,6,6,6,Sad,4,7,5,Waiting,3:43:52,3:44:52,0,5,4,5,6,3,6,7,3,7,,,,,,,
8,7,3,6,Sad,,,,Stroop,3:48:35,3:49:50,79,7,8,4,6,5,6,5,4,5,,,,,,,
8,5,2,5,Sad,3,7,2,Manipulation,3:53:06,3:54:10,0,8,7,9,5,4,5,3,6,2,,,,,,,
8,3,6,2,Fear,3,8,1,Waiting,3:57:28,3:58:28,0,4,6,4,4,7,3,3,7,2,,,,,,,
8,2,7,1,Fear,3,8,2,Manipulation,4:01:43,4:02:11,0,9,7,9,5,2,8,4,6,2,,,,,,,
8,6,7,5,Fear,2,8,1,Stroop,4:06:07,4:06:46,37,9,8,9,7,5,8,6,6,6,,,,,,,
8,6,5,6,Happy,9,7,7,Manipulation,4:09:17,4:09:49,0,9,8,9,6,6,6,6,5,4,,,,,,,
8,6,5,5,Happy,9,7,9,Stroop,4:12:09,4:12:57,49,9,9,9,8,7,7,5,5,6,,,,,,,
8,5,5,4,Happy,7,7,8,Waiting,4:15:24,4:16:24,0,6,6,4,4,3,3,3,3,2,,,,,,,
9,9,2,9,Fear,1,9,1,Stroop,9:10:35,9:11:26,52,7,5,2,5,2,5,4,2,6,,,,,,,
9,3,2,5,Fear,1,8,2,Waiting,9:14:15,9:15:14,0,3,3,7,1,5,4,2,4,7,,,,,,,
9,1,6,9,Fear,1,9,1,Manipulation,9:17:41,9:18:20,0,9,2,1,4,2,7,3,2,6,,,,,,,
9,4,2,7,Happy,6,2,8,Waiting,9:20:58,9:21:58,0,1,1,7,1,6,7,1,9,9,,,,,,,
9,1,7,9,Happy,4,3,6,Manipulation,9:24:26,9:24:50,0,6,4,8,4,4,7,2,8,9,,,,,,,
9,2,6,7,Happy,5,3,6,Stroop,9:27:28,9:27:58,24,5,5,6,2,4,7,1,6,7,,,,,,,
9,1,2,8,Sad,1,3,3,Manipulation,9:30:15,9:30:48,0,5,2,5,3,3,6,1,6,8,,,,,,,
9,1,4,9,Sad,1,6,2,Stroop,9:33:08,9:33:35,19,4,3,6,1,3,4,1,4,7,,,,,,,
9,1,5,8,Sad,1,6,3,Waiting,9:35:54,9:36:54,0,1,6,9,1,6,6,1,5,9,,,,,,,
10,9,8,7,Fear,6,7,5,Stroop,12:02:43,12:03:26,43,4,8,3,7,4,4,6,4,6,,,,,,,
10,6,6,6,Fear,3,6,3,Waiting,12:06:14,12:07:14,0,5,4,6,5,5,6,6,4,6,,,,,,,
10,6,3,6,Fear,3,3,3,Manipulation,12:09:51,12:10:36,0,8,8,8,,,,,,,,,,,,,
10,8,7,7,Happy,9,9,9,Waiting,12:12:10,12:13:10,0,6,6,8,5,7,8,5,4,8,,,,,,,
10,5,3,8,Happy,8,2,9,Manipulation,12:16:13,12:18:10,0,6,9,7,5,4,8,6,3,7,,,,,,,
10,5,3,8,Happy,7,3,8,Stroop,12:20:53,12:21:36,40,6,8,5,6,4,7,6,3,7,,,,,,,
10,6,3,7,Sad,3,7,6,Manipulation,12:24:15,12:25:07,0,7,7,6,5,5,7,5,2,7,,,,,,,
10,5,2,8,Sad,2,4,6,Stroop,12:27:48,12:28:44,55,7,7,7,5,5,6,6,5,7,,,,,,,
10,6,5,6,Sad,,,,Waiting,12:37:17,12:38:17,0,4,3,4,4,3,6,5,3,6,,,,,,,
11,1,1,9,Fear,9,1,9,Waiting,1:29:02,1:30:02,0,9,1,9,9,1,9,1,9,9,,,,,,,
11,0,7,0,Fear,1,9,5,Stroop,1:33:00,1:33:44,43,2,7,4,5,5,5,5,6,4,,,,,,,
11,4,5,5,Fear,5,9,1,Manipulation,1:36:43,1:37:25,0,5,5,5,7,8,3,5,7,2,,,,,,,
11,5,5,2,Happy,7,2,6,Waiting,1:40:06,1:41:06,0,5,6,4,3,7,2,5,9,1,,,,,,,
11,1,0,4,Happy,1,9,3,Manipulation,1:43:44,1:44:15,0,7,5,3,2,7,2,2,8,2,,,,,,,
11,3,7,3,Happy,9,1,4,Stroop,1:46:44,1:47:16,26,6,4,3,4,5,3,4,5,2,,,,,,,
11,4,5,2,Sad,2,6,3,Manipulation,1:50:03,1:50:24,0,4,5,3,5,5,2,4,5,2,,,,,,,
11,2,3,2,Sad,2,9,2,Stroop,1:55:04,1:55:25,16,7,3,2,4,6,2,4,5,2,,,,,,,
11,5,5,2,Sad,3,5,2,Waiting,2:05:27,2:06:27,0,3,6,2,3,6,2,5,6,2,,,,,,,
11,6,3,5,Fear,5,3,3,Manipulation,2:32:08,2:32:47,0,3,5,2,5,5,5,4,2,5,,,,,,,
12,4,2,4,Fear,4,4,3,Waiting,2:35:59,2:36:59,0,4,1,3,4,1,5,3,2,6,,,,,,,
12,4,2,6,Fear,4,3,4,Stroop,2:39:59,2:40:39,38,5,7,2,5,5,3,3,2,5,,,,,,,
12,5,1,6,Sad,1,1,5,Stroop,2:43:28,2:43:50,19,5,6,4,4,1,7,4,1,6,,,,,,,
12,4,4,6,Sad,2,4,3,Manipulation,2:46:30,2:47:36,0,6,7,7,5,5,7,4,4,7,,,,,,,
12,3,6,6,Sad,4,6,4,Waiting,2:50:02,2:51:02,0,4,6,5,3,5,5,4,5,4,,,,,,,
12,4,5,4,Happy,5,4,5,Waiting,2:53:30,2:54:30,0,4,5,4,3,5,3,3,5,3,,,,,,,
12,3,5,3,Happy,6,5,3,Stroop,2:56:50,2:57:13,18,5,6,4,4,7,3,4,7,3,,,,,,,
12,3,7,1,Happy,6,3,3,Manipulation,3:00:32,3:00:48,0,4,6,2,3,8,1,3,9,1,,,,,,,
13,7,4,9,Fear,8,7,8,Manipulation,3:11:31,3:13:02,0,9,5,5,6,7,6,5,7,4,,,,,,,
13,4,7,7,Fear,1,8,7,Waiting,3:16:37,3:17:37,0,4,5,4,5,4,4,5,5,3,,,,,,,
13,5,5,5,Fear,4,6,7,Stroop,3:20:21,3:20:47,21,7,4,5,5,2,3,5,1,1,,,,,,,
13,5,3,2,Sad,2,7,7,Stroop,3:23:38,3:24:01,17,6,6,6,5,5,6,6,6,6,,,,,,,
13,4,4,3,Sad,5,5,4,Manipulation,3:26:22,3:26:48,0,8,5,6,4,7,7,4,4,3,,,,,,,
13,3,3,1,Sad,1,3,3,Waiting,3:29:27,3:30:27,0,4,4,3,4,4,4,3,4,6,,,,,,,
13,3,4,7,Happy,7,3,5,Waiting,3:33:00,3:34:00,0,4,5,4,5,4,3,4,4,2,,,,,,,
13,4,3,3,Happy,6,5,5,Stroop,3:36:23,3:36:47,16,7,6,6,5,6,7,5,4,6,,,,,,,
13,4,3,1,Happy,8,4,4,Manipulation,3:39:08,3:39:52,0,7,6,6,5,6,6,6,7,4,,,,,,,
14,9,1,8,Happy,9,1,8,Manipulation,3:54:11,3:55:30,0,6,3,5,6,2,7,7,2,7,,,,,,,
14,7,2,8,Happy,7,1,8,Waiting,3:58:44,3:59:44,0,7,2,8,6,2,8,6,2,8,,,,,,,
14,7,2,8,Fear,4,3,6,Stroop,4:02:47,4:03:51,62,3,5,4,6,3,6,6,2,6,,,,,,,
14,6,2,8,Happy,8,1,8,Stroop,4:06:30,4:06:52,18,5,3,4,6,2,8,6,2,8,,,,,,,
14,6,3,8,Fear,5,4,8,Manipulation,4:09:41,4:10:22,0,9,2,9,8,2,8,8,2,8,,,,,,,
14,7,1,8,Fear,2,7,2,Waiting,4:13:19,4:14:19,0,7,1,8,8,2,8,8,1,8,,,,,,,
14,6,2,7,Sad,1,7,2,Waiting,4:17:02,4:18:02,0,6,3,7,5,3,8,6,2,8,,,,,,,
14,5,3,8,Sad,2,7,3,Stroop,4:20:46,4:21:30,41,6,3,6,5,3,8,5,2,7,,,,,,,
14,4,2,7,Sad,2,8,2,Manipulation,4:24:25,4:24:45,0,9,1,9,5,2,9,5,2,8,,,,,,,
15,4,5,7,Fear,5,5,5,Stroop,7:30:31,7:31:02,28,3,6,7,5,5,5,5,5,5,,,,,,,
15,5,5,5,Fear,3,5,7,Waiting,7:33:33,7:34:33,0,3,6,6,2,7,4,2,7,5,,,,,,,
15,2,7,4,Fear,6,6,6,Manipulation,7:37:20,7:37:48,0,7,7,7,7,7,7,5,6,6,,,,,,,
15,5,5,5,Happy,8,8,8,Waiting,7:40:24,7:41:25,0,3,6,5,3,5,4,3,6,5,,,,,,,
15,3,3,4,Happy,7,6,5,Manipulation,7:43:53,7:44:09,0,7,6,6,4,4,4,5,5,5,,,,,,,
15,6,5,5,Happy,7,6,6,Stroop,7:46:26,7:46:56,27,7,6,5,5,5,5,5,5,5,,,,,,,
15,5,5,5,Sad,5,5,5,Manipulation,7:49:18,7:49:44,0,2,4,5,2,7,4,2,6,4,,,,,,,
15,5,5,5,Sad,5,5,5,Stroop,7:51:59,7:52:22,19,7,7,7,5,5,5,3,7,4,,,,,,,
15,2,7,4,Sad,3,6,5,Waiting,7:54:50,7:55:50,0,2,8,4,1,8,4,1,8,3,,,,,,,
16,9,1,9,Happy,9,9,7,Manipulation,10:07:11,10:07:53,0,4,5,1,5,1,9,5,5,5,,,,,,,
16,5,5,5,Happy,4,4,3,Waiting,10:11:13,10:12:13,0,3,6,3,2,9,2,1,1,1,,,,,,,
16,2,9,5,Happy,9,3,9,Stroop,10:14:59,10:15:47,44,1,9,1,4,1,4,3,1,4,,,,,,,
16,4,1,4,Fear,5,1,5,Stroop,10:18:20,10:18:47,22,4,1,2,4,1,3,4,1,2,,,,,,,
16,3,2,1,Fear,1,8,1,Manipulation,10:21:28,10:22:13,0,2,1,1,3,2,1,,,,,,,,,,
16,4,1,2,Fear,5,1,9,Waiting,10:24:08,10:25:08,0,4,1,1,2,1,1,3,9,1,,,,,,,
16,3,1,1,Sad,5,5,5,Waiting,10:27:38,10:28:38,0,3,3,3,3,3,3,1,9,1,,,,,,,
16,1,9,1,Sad,1,6,4,Stroop,10:31:05,10:32:00,54,1,9,1,1,9,1,2,1,1,,,,,,,
16,3,3,2,Sad,3,1,1,Manipulation,10:34:27,10:35:12,0,1,9,1,1,3,3,3,1,9,,,,,,,
17,9,9,6,Fear,9,9,5,Manipulation,10:45:39,10:47:10,0,7,6,6,6,6,6,6,3,4,,,,,,,
17,4,4,4,Fear,2,7,1,Waiting,10:50:20,10:51:20,0,1,1,1,1,1,1,1,1,1,,,,,,,
17,1,1,4,Fear,5,5,5,Stroop,10:54:01,10:57:09,206,4,9,1,1,9,1,1,9,1,,,,,,,
17,1,9,1,Sad,1,7,1,Stroop,11:00:21,11:01:09,38,5,7,1,1,4,1,1,5,1,,,,,,,
17,1,1,1,Sad,1,1,4,Manipulation,11:03:36,11:03:53,0,6,4,5,5,5,1,1,1,1,,,,,,,
17,1,1,1,Sad,1,1,1,Waiting,11:06:22,11:07:22,0,1,1,1,1,1,1,1,1,1,,,,,,,
17,1,1,1,Happy,7,5,1,Waiting,11:09:31,11:10:31,0,1,1,1,1,1,1,1,1,1,,,,,,,
17,1,1,1,Happy,1,1,1,Stroop,11:14:35,11:14:58,20,1,1,1,1,1,1,1,1,1,,,,,,,
17,1,1,1,Happy,5,7,1,Manipulation,11:17:09,11:17:30,0,1,1,1,1,1,1,1,1,1,,,,,,,
18,6,4,7,Fear,6,4,7,Manipulation,1:22:26,1:22:49,0,6,5,7,6,4,7,6,4,7,,,,,,,
18,6,4,7,Fear,5,4,7,Waiting,1:25:20,1:26:20,0,5,4,7,5,4,7,5,4,7,,,,,,,
18,5,4,7,Fear,5,4,7,Stroop,1:28:42,1:29:15,32,4,3,7,4,4,7,4,4,7,,,,,0,0,0
18,5,4,7,Sad,5,4,7,Stroop,1:31:57,1:32:24,21,5,4,7,5,4,7,5,4,7,,,,,,,
18,5,4,7,Sad,5,4,7,Manipulation,1:34:43,1:35:03,0,5,5,7,5,4,7,5,4,7,,,,,,,
18,6,3,7,Sad,5,3,7,Waiting,1:37:25,1:38:25,0,6,3,7,5,3,7,5,3,7,,,,,,,
18,5,3,7,Happy,7,4,7,Waiting,1:41:03,1:42:03,0,6,3,7,5,4,7,5,3,7,,,,,,,
18,5,3,7,Happy,6,3,7,Stroop,1:44:29,1:44:45,12,6,3,8,5,3,8,5,3,7,,,,,,,
18,5,3,7,Happy,5,3,7,Manipulation,1:47:17,1:47:46,0,5,3,7,5,3,7,5,3,7,,,,,,,
19,6,9,6,Sad,5,5,5,Manipulation,8:07:12,8:09:07,0,7,8,6,6,7,6,6,7,6,,,,,,,
19,5,6,5,Sad,5,5,5,Waiting,8:12:40,8:13:40,0,6,6,6,6,6,6,6,6,6,,,,,,,
19,6,6,6,Sad,6,6,6,Stroop,8:16:46,8:17:18,27,7,8,6,7,7,6,7,6,6,,,,,,,
19,7,5,6,Happy,6,6,6,Stroop,8:20:04,8:20:24,16,7,8,7,7,6,6,7,7,6,,,,,,,
19,7,6,6,Happy,7,5,6,Manipulation,8:25:36,8:26:21,0,7,7,7,7,6,6,5,5,6,,,,,,,
19,6,7,8,Happy,6,5,6,Waiting,8:29:06,8:30:06,0,5,5,5,5,4,5,5,4,5,,,,,,,
19,5,4,5,Fear,5,4,5,Waiting,8:32:54,8:33:54,0,4,4,4,4,4,5,4,4,5,,,,,,,
19,4,4,5,Fear,2,8,1,Stroop,8:37:10,8:37:23,10,3,5,5,3,3,5,3,3,5,,,,,,,
19,3,3,5,Fear,5,5,5,Manipulation,8:40:04,8:40:39,0,5,6,6,3,4,5,4,4,5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4,1,9,Happy,5,1,9,Manipulation,4:55:30,4:56:01,0,3,6,5,2,5,6,2,5,6,,,,,,,
20,1,7,5,Happy,6,1,9,Waiting,4:59:25,5:00:25,0,1,8,5,1,9,4,1,9,4,,,,,,,
20,1,9,3,Happy,8,1,9,Stroop,5:04:05,5:04:31,23,4,6,5,5,5,5,2,4,5,,,,,,,
20,1,7,4,Fear,1,8,4,Stroop,5:07:54,5:08:16,13,7,2,8,5,2,7,2,2,7,,,,,,,
20,2,5,7,Fear,2,9,7,Manipulation,5:11:02,5:11:32,0,7,4,9,2,6,7,1,8,7,,,,,,,
20,1,8,7,Fear,4,5,7,Waiting,5:14:25,5:15:25,0,1,9,6,1,9,5,1,9,4,,,,,,,
20,1,9,3,Sad,1,6,5,Waiting,5:17:50,5:18:50,0,2,6,5,1,8,5,1,9,4,,,,,,,
20,1,9,3,Sad,4,5,5,Stroop,5:21:37,5:21:59,11,9,3,8,1,9,3,1,9,6,,,,,,,
20,1,9,4,Sad,1,5,5,Manipulation,5:24:36,5:24:58,0,1,7,3,1,9,5,3,7,6,,,,,,,
21,5,5,5,Happy,6,6,8,Manipulation,5:32:43,5:33:13,0,9,5,7,5,5,5,6,5,9,,,,,,,
21,5,5,9,Happy,5,5,9,Waiting,5:35:34,5:36:34,0,4,5,7,4,5,6,4,4,5,,,,,,,
21,5,5,9,Happy,9,6,1,Stroop,5:39:08,5:39:33,22,7,7,4,5,5,5,5,5,5,,,,,,,
21,8,6,5,Fear,1,7,3,Stroop,5:42:17,5:42:33,11,9,7,2,5,5,5,5,5,5,,,,,,,
21,5,5,5,Fear,2,8,3,Manipulation,5:44:47,5:45:03,0,9,6,4,5,5,5,5,5,5,,,,,,,
21,3,5,4,Fear,4,6,5,Waiting,5:47:29,5:48:29,0,3,7,3,5,5,5,5,5,5,,,,,,,
21,5,5,5,Sad,4,6,5,Waiting,5:50:47,5:51:47,0,5,5,5,5,5,5,5,5,5,,,,,,,
21,5,5,5,Sad,4,6,5,Stroop,5:53:59,5:54:12,11,9,6,4,5,5,5,5,5,5,,,,,,,
21,5,5,5,Sad,3,6,4,Manipulation,5:56:31,5:56:46,0,9,6,5,5,5,5,5,5,5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,7,5,8,Sad,5,5,5,Manipulation,6:34:46,6:35:41,0,5,7,3,5,3,9,5,3,9,,,,,,,
22,4,4,8,Sad,5,5,6,Waiting,6:39:20,6:40:20,0,4,2,5,3,1,4,3,3,3,,,,,,,
22,2,8,5,Sad,5,5,4,Stroop,6:43:35,6:44:11,30,1,9,1,4,7,4,3,9,3,,,,,,,
22,2,6,4,Happy,5,5,5,Stroop,6:46:47,6:47:06,13,6,6,5,4,6,3,3,5,2,,,,,,,
22,2,3,3,Happy,5,5,5,Manipulation,6:50:03,6:50:24,0,6,5,8,2,7,3,1,7,4,,,,,,,
22,1,9,1,Happy,7,2,3,Waiting,6:53:24,6:54:24,0,1,8,4,1,7,4,1,9,1,,,,,,,
22,1,9,2,Fear,1,9,1,Waiting,6:56:55,6:57:55,0,1,9,1,1,9,1,3,8,2,,,,,,,
22,1,6,2,Fear,1,9,1,Stroop,7:00:21,7:00:57,32,3,6,2,1,9,1,1,9,2,,,,,,,
22,1,8,1,Fear,5,5,5,Manipulation,7:03:24,7:03:51,0,1,9,1,3,7,3,1,5,5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,5,5,7,Sad,4,2,9,Manipulation,7:22:04,7:22:35,0,6,3,7,5,1,9,2,6,9,,,,,,,
21,2,7,9,Sad,5,3,9,Waiting,7:25:58,7:26:58,0,1,8,9,1,9,9,1,9,9,,,,,,,
21,1,9,9,Sad,3,5,9,Stroop,7:29:26,7:30:02,25,6,8,5,4,4,9,4,5,9,,,,,,,
21,3,6,9,Happy,9,5,9,Stroop,7:33:11,7:33:36,20,8,7,8,5,5,9,5,5,9,,,,,,,
21,4,5,9,Happy,5,1,9,Manipulation,7:36:21,7:36:47,0,9,8,8,5,5,9,3,6,9,,,,,,,
21,3,5,9,Happy,8,7,9,Waiting,7:39:19,7:40:19,0,3,6,9,3,6,9,3,5,7,,,,,,,
21,2,1,5,Fear,2,8,1,Waiting,7:44:00,7:45:00,0,5,1,3,2,1,3,1,6,2,,,,,,,
21,1,7,2,Fear,2,8,3,Stroop,7:47:50,7:48:09,16,9,9,8,4,4,4,3,5,3,,,,,,,
21,2,6,2,Fear,1,9,1,Manipulation,7:50:48,7:51:06,0,9,7,8,1,1,3,1,1,2,,,,,,,
24,7,2,7,Sad,5,2,5,Manipulation,1:29:10,1:29:41,0,5,3,4,5,1,3,6,1,3,,,,,,,
24,5,1,3,Sad,5,1,3,Waiting,1:33:13,1:34:13,0,5,1,2,5,1,2,4,2,2,,,,,,,
24,4,1,2,Sad,4,1,1,Stroop,1:37:41,1:38:32,51,4,3,3,5,1,1,5,1,1,,,,,,,
24,5,1,1,Happy,6,1,1,Stroop,1:41:45,1:42:01,11,5,1,9,7,1,9,,,,,,,,,,
24,5,1,6,Happy,7,1,7,Manipulation,1:44:56,1:45:32,0,6,3,7,5,1,9,7,3,9,,,,,,,
24,5,4,7,Happy,5,1,7,Waiting,1:48:53,1:49:53,0,5,1,9,4,1,6,5,1,7,,,,,,,
24,5,1,7,Fear,4,1,7,Waiting,1:53:00,1:54:00,0,4,1,3,2,1,2,3,1,7,,,,,,,
24,5,1,5,Fear,3,3,3,Stroop,1:57:11,1:57:32,15,4,1,4,3,1,3,3,1,1,,,,,,,
24,1,1,1,Fear,5,1,9,Manipulation,2:00:00,2:00:33,0,3,1,5,3,3,3,5,1,5,,,,,,,
